subject	predicate	object
priori	SimilarTo	theoretical
priori	RelatedTo	analytic
ad	AtLocation	the_newspaper
ad	IsA	ad
unrelated	SimilarTo	orthogonal
unrelated	SimilarTo	misrelated
unrelated	SimilarTo	unconnected
unrelated	SimilarTo	uncorrelated
adhesion	IsA	scar_tissue
adhesion	Synonym	adhesiveness
adhesion	Synonym	attachment
regulating	Synonym	regulation
migraine	IsA	headache
brown	IsA	a_color
brown	IsA	brown
brown	MannerOf	cook
live	HasPrerequisite	be_born
live	HasLastSubevent	Die
live	HasSubevent	breathe
live	HasFirstSubevent	be_born
bypass	Synonym	shunt
symptoms	CapableOf	point_to_a_diagnosis
symptoms	IsA	signs
metabolic	HasContext	zoology
dynamics	IsA	mechanics
determination	Synonym	decision
determination	IsA	discovery
expenditure	Synonym	consumption
expenditure	Synonym	outgo
expenditure	Synonym	expending
gut	IsA	channel
gut	Synonym	catgut
gut	Synonym	intestine
gut	MannerOf	remove
sepsis	IsA	infection
glioblastoma	IsA	brain_tumor
aids	IsA	a_disease
aids	IsA	a_virus
axonal	HasContext	neuroscience
linked	Synonym	coupled
spinal	Synonym	spinal_anesthesia
3	Synonym	three
3	SimilarTo	cardinal
replacement	Synonym	substitution
replacement	Synonym	successor
metabolize	Entails	digest
derived	SimilarTo	plagiaristic
derived	SimilarTo	derivable
derived	SimilarTo	derivative
remain	RelatedTo	stay
remain	RelatedTo	left
remain	Synonym	stay
ability	IsA	cognition
infarction	Synonym	infarct
quality	RelatedTo	good
quality	RelatedTo	value
induce	HasContext	logic
conclusion	PartOf	address
conclusion	IsA	assumption
depression	Causes	suicide
depression	CausesDesire	stay_in_bed
depression	Synonym	depressive_disorder
depression	CapableOf	lead_a_person_to_attempt_suicide
five	RelatedTo	four
five	RelatedTo	number
cycling	IsA	cycling
cycling	IsA	cycling
cycling	IsA	sport
sexual	SimilarTo	intersexual
sexual	SimilarTo	intimate
sexual	SimilarTo	sexual
sexual	SimilarTo	sexed
ineffective	SimilarTo	impotent
ineffective	Synonym	ineffectual
cost	RelatedTo	price
cost	RelatedTo	value
cost	RelatedTo	amount
cost	RelatedTo	money
release	IsA	termination
release	Synonym	acquittance
coronary	Synonym	coronary_thrombosis
molecular	HasContext	psychology
red	RelatedTo	color
red	IsA	a_color
red	IsA	a_colour
red	RelatedTo	colour
tnf	Synonym	tumor_necrosis_factor
thrombosis	IsA	thrombosis
thrombosis	IsA	thrombosis
thrombosis	IsA	thrombosis
thrombosis	IsA	occlusion
unknown	SimilarTo	undiagnosed
unknown	RelatedTo	unfamiliar
unknown	SimilarTo	undiscovered
serious	SimilarTo	serious-minded
serious	SimilarTo	difficult
serious	SimilarTo	overserious
despite	Synonym	contempt
despite	IsA	disregard
markers	CapableOf	leak_their_ink_onto_clothing
markers	UsedFor	to_colour_with
markers	ReceivesAction	filled_with_ink
strong	Synonym	strong-willed
strong	SimilarTo	intense
macrophage	IsA	phagocyte
lipoprotein	IsA	conjugated_protein
lipoprotein	IsA	lipoprotein
lipoprotein	IsA	lipoprotein
lipoprotein	IsA	lipoprotein
synthesis	Synonym	deduction
synthesis	IsA	synthesis
synthesis	IsA	chemical_process
impairment	IsA	damage
impairment	Synonym	deterioration
impairment	Synonym	damage
impairment	Synonym	stultification
sustained	SimilarTo	continuous
sustained	Synonym	free_burning
oxygen	IsA	a_gas
oxygen	IsA	an_element
oxygen	AtLocation	earth
oxygen	RelatedTo	air
event	RelatedTo	happening
event	CapableOf	happen_to_someone
microtubule	IsA	tubule
lysine	IsA	essential_amino_acid
alcohol	CapableOf	cloud_your_judgement
alcohol	CausesDesire	sleep_at_night
alcohol	AtLocation	a_pub
alcohol	AtLocation	a_plane
treat	Synonym	cover
treat	MannerOf	negociate
degree	RelatedTo	temperature
degree	RelatedTo	measurement
degree	RelatedTo	college
degree	RelatedTo	diploma
beta	IsA	caryophylloid_dicot_genus
beta	SimilarTo	exploratory
volume	AtLocation	library
baseline	Synonym	service_line
baseline	IsA	line
baseline	IsA	standard
lupus	IsA	lupus
lupus	IsA	lupus
attempt	RelatedTo	try
relevance	IsA	connection
test	RelatedTo	exam
test	RelatedTo	quiz
test	RelatedTo	school
test	RelatedTo	examination
indicator	Synonym	index
microcytosis	IsA	blood_disease
microcytosis	PartOf	microcytic_anemia
demonstrated	SimilarTo	incontestable
trial	HasContext	law
alternative	SimilarTo	secondary
alternative	Synonym	option
alternative	SimilarTo	disjunctive
alternative	SimilarTo	unconventional
generation	IsA	production
syndrome	IsA	syndrome
syndrome	IsA	syndrome
syndrome	IsA	syndrome
syndrome	IsA	syndrome
gain	RelatedTo	increase
gain	RelatedTo	profit
gain	Synonym	profit
gain	Synonym	derive
antimicrobial	SimilarTo	healthful
antimicrobial	Synonym	disinfectant
prevent	RelatedTo	stop
integrated	SimilarTo	nonsegregated
integrated	RelatedTo	united
integrated	RelatedTo	integrative
integrated	SimilarTo	incorporated
efficient	SimilarTo	expeditious
efficient	SimilarTo	businesslike
efficient	SimilarTo	economical
efficient	SimilarTo	cost-effective
enhancer	Synonym	foil
second	IsA	rank
second	IsA	attendant
aberrant	IsA	anomaly
aberrant	Synonym	deviant
structures	AtLocation	class
bat	RelatedTo	flying
bat	RelatedTo	baseball
bat	RelatedTo	animal
bat	RelatedTo	mammal
remission	Synonym	remittance
remission	IsA	suspension
fasting	Synonym	fast
cytokine	IsA	protein
ten	IsA	large_integer
culture	IsA	culture
culture	IsA	growth
culture	IsA	cultivation
proper	SimilarTo	comme_il_faut
thus	Synonym	therefore
thus	Synonym	frankincense
thus	Synonym	thusly
iron	IsA	a_metal
iron	RelatedTo	metal
iron	CapableOf	press_clothes
iron	UsedFor	ironing_your_clothes
plaque	IsA	spot
plaque	IsA	plaque
plaque	IsA	plaque
plaque	HasContext	pathology
traumatic	SimilarTo	painful
cd4	Synonym	cluster_of_differentiation_4
sle	Synonym	systemic_lupus_erythematosus
ligand	IsA	substance
stage	RelatedTo	platform
stage	RelatedTo	theater
stage	UsedFor	plays
stage	RelatedTo	actors
increasing	SimilarTo	profit-maximising
increasing	SimilarTo	accretive
increasing	SimilarTo	crescendo
increasing	SimilarTo	raising
recent	RelatedTo	past
defined	RelatedTo	definite
defined	Synonym	outlined
individual	Synonym	person
would	RelatedTo	should
negative	DefinedAs	opposite_of_positive
negative	SimilarTo	Gram-negative
negative	Synonym	damaging
various	SimilarTo	varied
poorly	Synonym	under_the_weather
specificity	IsA	particularity
stress	CausesDesire	drink_alcohol
stress	CausesDesire	have_a_nervous_breakdown
stress	Synonym	try
phenotype	IsA	constitution
effectively	Synonym	efficaciously
monoclonal	Synonym	monoclonal_antibody
pathogenesis	IsA	pathologic_process
traditional	SimilarTo	orthodox
traditional	SimilarTo	tralatitious
generate	Synonym	beget
national	Synonym	interior
v	Synonym	vanadium
v	Synonym	five
v	IsA	letter
v	Synonym	volt
lifestyle	Synonym	life_style
score	Synonym	sexual_conquest
score	Synonym	seduce
improvement	RelatedTo	better
minor	Synonym	venial
proximal	HasContext	anatomy
redox	Synonym	oxidation-reduction
rank	RelatedTo	military
rank	RelatedTo	army
rank	RelatedTo	level
rank	RelatedTo	position
xenograft	Synonym	heterograft
taxation	Synonym	tax
taxation	Synonym	tax_income
taxation	IsA	imposition
10	SimilarTo	cardinal
10	Synonym	ten
airway	Synonym	respiratory_tract
airway	Synonym	air_passage
airway	Synonym	air_lane
airway	Synonym	airline
probability	IsA	probability
poor	DistinctFrom	rich
poor	SimilarTo	slummy
poor	RelatedTo	underprivileged
history	RelatedTo	past
history	RelatedTo	subject
history	RelatedTo	school
history	RelatedTo	school_subject
included	SimilarTo	enclosed
strategy	Synonym	scheme
strategy	HasContext	military
detected	SimilarTo	noticed
detected	SimilarTo	perceived
detected	SimilarTo	sensed
detected	SimilarTo	heard
pulmonary	Synonym	pneumonic
peptides	HasA	extraordinary_molecular_and_structural_diversity
term	IsA	quantity
term	MannerOf	name
neuronal	Synonym	neural
maintain	Synonym	assert
maintain	Synonym	observe
possess	RelatedTo	own
possess	RelatedTo	have
possess	MannerOf	dominate
lp	IsA	phonograph_record
change	RelatedTo	coins
change	RelatedTo	money
change	AtLocation	the_jar
change	RelatedTo	alter
circulatory	Synonym	circulative
produce	RelatedTo	vegetables
produce	RelatedTo	make
produce	RelatedTo	grocery
produce	RelatedTo	fruit
days	IsA	life
selective	SimilarTo	exclusive
selective	SimilarTo	discriminating
animal	AtLocation	a_zoo
toxic	SimilarTo	ototoxic
toxic	SimilarTo	hepatotoxic
toxic	SimilarTo	cyanogenetic
toxic	RelatedTo	noxious
length	IsA	fundamental_quantity
length	IsA	physical_property
length	IsA	section
activate	MannerOf	change
activate	Synonym	trip
activate	MannerOf	activate
secondary	SimilarTo	subordinate
secondary	IsA	formation
secondary	SimilarTo	supplemental
secondary	SimilarTo	indirect
drosophila	Synonym	drosophila
drosophila	IsA	fruit_fly
beige	IsA	a_colour
beige	SimilarTo	chromatic
beige	IsA	light_brown
acids	HasA	a_low_pH
acids	IsA	chemichals_products
sequence	MannerOf	rate
sequence	PartOf	movie
notch	IsA	cut
dissemination	Synonym	dispersion
controlling	SimilarTo	dominant
roles	DefinedAs	plural_of_the_word_role
roles	DefinedAs	plural_of_role
pollution	AtLocation	a_car_show
pollution	IsA	pollution
splicing	Synonym	splice
supplementation	Synonym	supplement
supplementation	IsA	expansion
adhd	Synonym	attention_deficit_disorder
remote	Synonym	outside
remote	SimilarTo	inaccessible
administration	Synonym	government
administration	IsA	medication
aire	PartOf	England
aire	Synonym	Aire
aire	Synonym	Aire
long	Antonym	short
long	SimilarTo	long
long	SimilarTo	long-lasting
long	Synonym	foresightful
chance	RelatedTo	luck
chance	RelatedTo	opportunity
chance	IsA	risk
following	SimilarTo	pursuing
fracture	IsA	breakage
fracture	IsA	fracture
school	UsedFor	learning
school	RelatedTo	learning
school	RelatedTo	place
school	AtLocation	a_town
professional	IsA	adult
traffic	AtLocation	the_street
traffic	HasContext	crime
format	IsA	format
format	PartOf	publication
injury	AtLocation	the_emergency_room
injury	AtLocation	a_hockey_game
targets	AtLocation	a_sporting_goods_store
clearance	Synonym	headroom
enhancement	IsA	improvement
peripheral	SimilarTo	off-base
peripheral	SimilarTo	circumferential
agents	CapableOf	list_houses
accompanied	Synonym	attended
prolonged	Synonym	lengthened
prolonged	Synonym	protracted
consistently	Synonym	systematically
marrow	Synonym	marrow
marrow	IsA	dainty
marrow	Synonym	marrow
marrow	Synonym	marrow
process	Synonym	work
unclear	SimilarTo	amorphous
unclear	Synonym	ill-defined
benefit	Synonym	profit
predictive	Synonym	prognosticative
lines	AtLocation	the_street
lines	AtLocation	the_post_office
exhibit	Synonym	expose
responsible	RelatedTo	obligated
responsible	SimilarTo	amenable
responsible	Synonym	responsible_for
responsible	SimilarTo	accountable
hemorrhage	Synonym	bleeding
hemorrhage	Synonym	shed_blood
dose	IsA	indefinite_quantity
dose	IsA	medicine
dose	Synonym	acid
experience	MannerOf	change
proinflammatory	Synonym	pro-inflammatory
particulate	Synonym	particulate
particulate	IsA	material
reactive	Synonym	responsive
reactive	SimilarTo	thermolabile
reactive	HasContext	chemistry
reactive	SimilarTo	unstable
focal	SimilarTo	central
invasion	IsA	entrance
granuloma	IsA	tumor
times	IsA	time_period
times	Synonym	multiplication
times	IsA	times
infectious	Synonym	infective
infectious	SimilarTo	contaminating
infectious	SimilarTo	transmissible
infectious	SimilarTo	contagious
muscles	IsA	in_human_bodies
muscles	ReceivesAction	required_for_doing_things_by_yourself
imaging	Synonym	imagination
imaging	IsA	imaging
imaging	HasContext	medicine
camp	RelatedTo	tent
camp	RelatedTo	tents
camp	RelatedTo	summer
camp	RelatedTo	place
pregnant	SimilarTo	with_child
pregnant	Synonym	fraught
pregnant	Synonym	significant
immunosuppressive	Synonym	immunosuppressant
india	IsA	a_country_in_Asia
india	IsA	a_very_populous_country
india	IsA	an_Asian_country
india	IsA	a_country
london	IsA	a_city
london	IsA	a_city_in_England
london	DefinedAs	capital_city_of_England
london	IsA	a_place_name
4	SimilarTo	cardinal
4	Synonym	four
congruent	SimilarTo	superposable
congruent	HasContext	geometry
congruent	SimilarTo	coincident
congruent	Synonym	congruous
assess	Synonym	measure
assess	Synonym	tax
assess	MannerOf	charge
natural	SimilarTo	unprocessed
natural	Synonym	lifelike
natural	SimilarTo	normal
natural	HasContext	biology
strongly	Synonym	powerfully
initiation	Synonym	trigger
longer	IsA	person
central	SimilarTo	halfway
central	SimilarTo	bicentric
central	SimilarTo	amidship
led	AtLocation	electronic_equipment
led	Synonym	light-emitting_diode
led	UsedFor	indicating_a_state
led	AtLocation	an_old_calculator
affected	SimilarTo	contrived
affected	SimilarTo	wonder-struck
affected	SimilarTo	subject
affected	SimilarTo	mannered
available	Synonym	uncommitted
available	SimilarTo	easy
available	SimilarTo	open
available	SimilarTo	accessible
remodeling	CapableOf	be_a_costly_addition
standard	IsA	standard
lifetime	Synonym	life
cold	CausesDesire	light_a_fire
cold	RelatedTo	temperature
cold	DistinctFrom	hot
cold	Antonym	hot
animals	HasA	tails
animals	AtLocation	a_zoo
animals	HasA	fur
animals	CapableOf	sense_fear
reported	SimilarTo	according
reported	SimilarTo	reportable
reported	SimilarTo	notifiable
opportunistic	SimilarTo	expedient
together	Synonym	unitedly
amino	IsA	group
amino	Synonym	amino
interference	Synonym	hindrance
interference	Synonym	noise
interference	HasContext	American_football
independently	Synonym	severally
chromatin	Synonym	chromatin
chromatin	IsA	body_substance
chromatin	IsA	chromatin
chromatin	PartOf	chromosome
ra	Synonym	Re
ra	Synonym	right_ascension
ra	Synonym	radium
novel	IsA	a_book
novel	IsA	a_story
novel	RelatedTo	book
spindle	IsA	piece
spindle	PartOf	spinning_frame
spindle	HasContext	biology
spindle	IsA	fiber
chromosome	IsA	chromosome
chromosome	IsA	chromosome
chromosome	IsA	body
chemotherapy	IsA	therapy
mucosa	Synonym	mucous_membrane
oxide	IsA	oxide
oxide	IsA	compound
oxide	IsA	oxide
oxide	IsA	oxide
hours	IsA	work_time
icu	Synonym	intensive_care_unit
neural	Synonym	nervous
mrna	Synonym	messenger_RNA
uptake	IsA	uptake
uptake	Synonym	consumption
uptake	IsA	human_process
relation	RelatedTo	family
relation	IsA	relation
relation	IsA	relation
premature	Synonym	untimely
chinese	IsA	a_language
chinese	IsA	a_human_language
chinese	Synonym	Taiwanese
importance	IsA	value
see	RelatedTo	look
partnership	IsA	relationship
partnership	IsA	partnership
scnt	Synonym	somatic_cell_nuclear_transplantation
thymus	Synonym	Thymus
thymus	Synonym	thymus_gland
thymus	IsA	asterid_dicot_genus
errors	CapableOf	lose_a_basket_ball_game
colon	IsA	colon
colon	IsA	punctuation
colon	IsA	El_Salvadoran_monetary_unit
mafa	Synonym	Matakam
ventilation	Synonym	public_discussion
ventilation	PartOf	ventilation
anaemia	Synonym	anemia
nutrition	HasContext	physiology
nutrition	IsA	science
nutrition	HasContext	homo
training	IsA	training
beverages	AtLocation	a_bar
transfusion	IsA	action
transfusion	Synonym	transfusion
additional	SimilarTo	additive
programs	AtLocation	television
programs	AtLocation	a_conference
programs	AtLocation	the_theater
programs	CapableOf	compute
tyrosine	IsA	amino_acid
class	RelatedTo	school
class	RelatedTo	group
class	RelatedTo	room
class	RelatedTo	students
median	Synonym	median
median	IsA	average
median	Synonym	medial
sd	Synonym	South_Dakota
genotype	IsA	biological_group
genotype	IsA	constitution
require	Synonym	necessitate
require	Synonym	command
require	Synonym	want
require	Synonym	ask
plasmodium	IsA	cytoplasm
plasmodium	Synonym	plasmodium
checkpoint	IsA	stop
conserved	SimilarTo	preserved
molecules	ReceivesAction	made_out_of_atoms
molecules	AtLocation	outerspace
insufficiency	IsA	inability
incident	IsA	happening
incident	PartOf	episode
air	IsA	a_gas
air	RelatedTo	oxygen
air	AtLocation	the_air
air	RelatedTo	gas
randomised	SimilarTo	irregular
antibiotic	IsA	antibiotic
broad	RelatedTo	wide
broad	Synonym	unsubtle
broad	IsA	woman
broad	Synonym	wide
rejection	IsA	act
vulnerability	IsA	weakness
distinct	SimilarTo	crisp
distinct	SimilarTo	clean-cut
banding	Synonym	band
banding	Synonym	band
combining	Synonym	combination
combining	IsA	union
blocking	IsA	obstruction
link	Synonym	liaison
link	Synonym	connection
tolerance	IsA	endurance
transient	Synonym	short-lived
transient	IsA	traveler
timing	IsA	temporal_arrangement
perform	HasSubevent	applause
perform	HasPrerequisite	rehearse
perform	HasPrerequisite	practice
perform	HasLastSubevent	bow
lineage	Synonym	linage
find	RelatedTo	search
find	RelatedTo	discover
find	RelatedTo	locate
find	RelatedTo	seek
editing	IsA	editing
effectiveness	Synonym	potency
effectiveness	IsA	power
external	Synonym	international
represent	MannerOf	serve
represent	Synonym	map
daily	Synonym	day_by_day
step	RelatedTo	walking
step	RelatedTo	stair
step	RelatedTo	walk
step	RelatedTo	foot
acts	Synonym	Acts_of_the_Apostles
pda	IsA	a_computer
pda	IsA	electronic_device
pda	Synonym	personal_digital_assistant
admission	IsA	admission
admission	IsA	acknowledgment
testing	Synonym	examination
testing	IsA	experiment
haart	Synonym	drug_cocktail
black	RelatedTo	color
black	RelatedTo	dark
black	IsA	a_color
black	RelatedTo	colour
carcinoma	IsA	carcinoma
carcinoma	IsA	carcinoma
carcinoma	IsA	carcinoma
carcinoma	IsA	carcinoma
organization	RelatedTo	group
organization	RelatedTo	company
organization	IsA	a_good_thing
organization	RelatedTo	people
placental	SimilarTo	transplacental
nonsteroidal	Synonym	nonsteroid
telomere	PartOf	chromosome
telomere	IsA	end
erectile	SimilarTo	erect
erectile	Synonym	cavernous
students	AtLocation	a_classroom
students	CapableOf	listen_to_their_teacher
students	CapableOf	doubt_teachers
students	CapableOf	ask_questions
acetate	IsA	salt
acetate	IsA	acetate
acetate	Synonym	acetate_rayon
lectin	IsA	glycoprotein
12	Synonym	twelve
developed	SimilarTo	improved
developed	SimilarTo	formulated
developed	SimilarTo	matured
developed	Synonym	highly-developed
ige	Synonym	immunoglobulin_E
nephritis	IsA	kidney_disease
nephritis	IsA	nephritis
worse	SimilarTo	worse
variation	Synonym	magnetic_declination
variation	IsA	change
variation	IsA	variation
fsh	Synonym	follicle-stimulating_hormone
prospective	SimilarTo	future
prospective	RelatedTo	future
prospective	SimilarTo	potential
hb	Synonym	hemoglobin
actual	SimilarTo	real
actual	SimilarTo	current
structure	RelatedTo	building
structure	IsA	cognition
attenuated	SimilarTo	decreased
attenuated	HasContext	electronics
attenuated	SimilarTo	decreased
mammalian	Synonym	mammal
clear	RelatedTo	transparent
clear	RelatedTo	through
clear	RelatedTo	see
clear	RelatedTo	see_through
fork	AtLocation	the_kitchen
fork	AtLocation	a_table
fork	UsedFor	eating_food
fork	AtLocation	drawer
home	RelatedTo	house
home	RelatedTo	place
home	RelatedTo	family
home	RelatedTo	living
diagnostic	Synonym	symptomatic
superior	SimilarTo	upper
superior	SimilarTo	boss
superior	Synonym	Lake_Superior
superior	SimilarTo	fantabulous
collected	Synonym	self-collected
part	RelatedTo	piece
chain	IsA	chain
chain	IsA	series
assessment	IsA	charge
assessment	IsA	assessment
assessment	Synonym	judgment
assessment	Synonym	appraisal
recall	Synonym	echo
inhibit	MannerOf	impede
inhibit	Synonym	bottle_up
inhibit	MannerOf	prevent
inhibit	HasContext	biology
identity	IsA	operator
identity	Synonym	identity
galliformes	IsA	animal_order
galliformes	Synonym	Galliformes
necrosis	IsA	necrosis
necrosis	IsA	death
strand	Synonym	get_stranded
strand	PartOf	West_End
strand	MannerOf	land
validity	IsA	legality
residual	Synonym	remainder
mek	Synonym	Mujahidin-e_Khalq_Organization
immunodeficiency	IsA	immunological_disorder
immunodeficiency	IsA	immunodeficiency
nitric	Synonym	azotic
adjustable	SimilarTo	adaptable
adjustable	SimilarTo	changeable
intake	IsA	opening
intake	Synonym	inhalation
intake	Synonym	consumption
pronounced	SimilarTo	noticeable
reveal	Synonym	disclose
excess	Synonym	excess
citizens	CapableOf	air_grievances
citizens	AtLocation	a_country
citizens	CapableOf	voice_opinions
citizens	CapableOf	voice_their_opinion_in_parliament
fine	RelatedTo	good
fine	IsA	fine
expansion	IsA	mapping
stabilizer	IsA	airfoil
stabilizer	PartOf	tail
stabilizer	IsA	stabilizer
stabilizer	IsA	stabilizer
colitis	IsA	colitis
colitis	IsA	inflammation
crp	Synonym	C-reactive_protein
fibrinogen	IsA	coagulation_factor
differentiate	MannerOf	calculate
differentiate	Synonym	distinguish
differentiate	MannerOf	develop
differentiate	Synonym	speciate
causal	SimilarTo	causative
contain	Synonym	check
contain	MannerOf	be
challenge	CausesDesire	test_your_strength
challenge	Entails	stop
challenge	MannerOf	object
occupancy	IsA	residency
occupancy	Synonym	occupation
pneumonia	IsA	pneumonia
pneumonia	IsA	pneumonia
pneumonia	IsA	pneumonia
pneumonia	IsA	respiratory_disease
free	SimilarTo	clear
free	Synonym	exempt
free	Synonym	loose
thyroid	Synonym	thyroid_gland
thyroid	Synonym	thyroid
responsiveness	IsA	quality
responsiveness	IsA	sensitivity
design	RelatedTo	plan
design	RelatedTo	art
design	RelatedTo	create
design	RelatedTo	interior
strengthened	SimilarTo	strong
abnormal	SimilarTo	vicarious
abnormal	SimilarTo	antidromic
abnormal	SimilarTo	kinky
abnormal	HasContext	psychology
organ	IsA	a_musical_instrument
organ	AtLocation	a_body
organ	UsedFor	play_music
organ	IsA	an_instrument
dosage	Synonym	dose
dosage	Synonym	dose
received	Synonym	standard
received	SimilarTo	conventional
helper	Synonym	benefactor
helper	Synonym	assistant
accelerated	SimilarTo	fast
prognosis	Synonym	prognosis
reverse	IsA	gear
pathological	SimilarTo	neurotic
pathological	Synonym	pathologic
mediate	Synonym	in-between
mediate	SimilarTo	mediated
raft	MannerOf	manufacture
raft	IsA	raft
inhibited	RelatedTo	restrained
inhibited	RelatedTo	reserved
inhibited	SimilarTo	smothered
inhibited	SimilarTo	repressed
niche	HasContext	ecology
niche	Synonym	niche
niche	IsA	condition
isolated	Synonym	set-apart
isolated	Synonym	marooned
living	Causes	dying
living	Causes	death
living	Causes	life
living	HasSubevent	dying
clinic	IsA	clinic
clinic	PartOf	hospital
clinic	IsA	clinic
clinic	IsA	medical_building
diagnosing	Synonym	diagnosis
might	RelatedTo	strength
might	RelatedTo	could
might	RelatedTo	maybe
might	IsA	strength
duration	IsA	temporal_property
forms	AtLocation	a_desk
forms	AtLocation	a_cabinet
forms	CapableOf	require_a_signature
forms	CapableOf	include_words
antibiotics	UsedFor	kill_bacteria
antibiotics	AtLocation	a_cabinet
antibiotics	ReceivesAction	used_as_acne_medication
antibiotics	NotCapableOf	kill_viruses
seen	DefinedAs	past_tense_of_see
asymptomatic	SimilarTo	well
present	RelatedTo	gift
present	RelatedTo	now
present	CapableOf	surprise_a_child
present	AtLocation	a_box
fibroblast	IsA	embryonic_cell
persons	HasA	different_kinds_of_humor
end	RelatedTo	finish
end	DistinctFrom	beginning
end	Antonym	beginning
end	IsA	end
relevant	SimilarTo	pertinent
relevant	SimilarTo	applicable
complete	RelatedTo	done
complete	RelatedTo	finished
complete	RelatedTo	finish
complete	SimilarTo	all
differentiated	SimilarTo	specialized
differentiated	HasContext	biology
suppressed	Synonym	smothered
suppressed	SimilarTo	hushed-up
suppressed	SimilarTo	silenced
suppressed	SimilarTo	unreleased
affecting	SimilarTo	moving
numbers	ReceivesAction	added_up
numbers	ReceivesAction	multiplied
numbers	AtLocation	a_calculation
numbers	AtLocation	a_calculator
mitochondria	AtLocation	a_cell
oxidative	SimilarTo	aerobic
enhance	MannerOf	intensify
intracellular	HasContext	biology
products	CapableOf	cost_money
products	MotivatedByGoal	products
products	AtLocation	a_shop
mobilization	IsA	assembly
matrix	IsA	matrix
matrix	IsA	array
matrix	IsA	rock
matrix	HasContext	mathematics
resistant	SimilarTo	tolerable
resistant	Synonym	insubordinate
solid	SimilarTo	hard
solid	IsA	substance
solid	SimilarTo	massive
confounding	SimilarTo	unsupportive
lymphoma	IsA	cancer
rhythmic	Synonym	rhythmical
latent	HasContext	pathology
latent	SimilarTo	inactive
6	SimilarTo	cardinal
6	Synonym	six
asthma	Synonym	asthma
earlier	Synonym	sooner
lymph	PartOf	circulatory_system
lymph	IsA	liquid_body_substance
heterozygous	HasContext	genetics
vaccine	IsA	vaccine
vaccine	IsA	vaccine
date	RelatedTo	calendar
date	RelatedTo	day
date	MannerOf	stamp
date	IsA	date
profile	IsA	chart
profile	IsA	cross_section
profile	Synonym	visibility
anemia	IsA	anemia
anemia	IsA	anemia
anemia	IsA	fern_genus
anemia	IsA	anemia
thalassemia	IsA	hypochromic_anemia
larger	Synonym	bigger
immunity	Synonym	exemption
immunity	IsA	immunity
immunity	Synonym	unsusceptibility
experiments	AtLocation	a_laboratory
substantial	SimilarTo	sound
substantial	Synonym	wealthy
substantial	RelatedTo	material
substantial	Synonym	satisfying
atm	Synonym	asynchronous_transfer_mode
atm	Synonym	cash_machine
atm	Synonym	standard_atmosphere
signal	IsA	signal
suppress	Synonym	bottle_up
suppress	Synonym	oppress
removal	IsA	dismissal
morphology	IsA	structure
morphology	IsA	morphology
morphology	Synonym	morphology
salmonella	IsA	salmonella
salmonella	IsA	enteric_bacteria
salmonella	IsA	salmonella
circulating	SimilarTo	current
constitutive	SimilarTo	essential
fractional	SimilarTo	half
fractional	SimilarTo	fragmentary
fractional	SimilarTo	divisional
fractional	SimilarTo	halfway
inaccurate	SimilarTo	outside
inaccurate	RelatedTo	inexact
inaccurate	SimilarTo	faulty
sufficient	SimilarTo	adequate
phase	PartOf	cycle
phase	IsA	time_period
phase	MannerOf	stage
phase	IsA	phase
successful	HasPrerequisite	work_hard
successful	RelatedTo	productive
successful	SimilarTo	productive
successful	SimilarTo	victorious
serotonin	IsA	a_neurotransmitter
serotonin	IsA	monoamine_neurotransmitter
reuptake	IsA	uptake
measure	IsA	container
peptide	IsA	amide
peptide	IsA	peptide
peptide	IsA	peptide
protective	SimilarTo	overprotective
protective	RelatedTo	preventive
protective	SimilarTo	prophylactic
protective	SimilarTo	preservative
arrest	IsA	inaction
donor	IsA	benefactor
patterns	CapableOf	indicate_intentional_design
patterns	CapableOf	signify_authorship
patterns	HasA	many_purposes
patterns	DefinedAs	plural_form_of_the_word_pattern
several	SimilarTo	some
several	SimilarTo	different
several	Synonym	respective
marker	UsedFor	write
marker	UsedFor	coloring
marker	IsA	a_pen_with_a_fat_tip
little	RelatedTo	small
little	RelatedTo	tiny
little	DistinctFrom	big
little	RelatedTo	size
bile	IsA	digestive_juice
prevalent	Synonym	predominant
lesion	IsA	pathology
lesion	Synonym	wound
apparatus	IsA	apparatus
nicotine	IsA	vasoconstrictor
nicotine	IsA	alkaloid
nicotine	IsA	plant_toxin
member	RelatedTo	club
member	RelatedTo	group
member	RelatedTo	person
member	IsA	part
platelet	IsA	protoplasm
practice	RelatedTo	perfect
prescribed	SimilarTo	regular
prescribed	Synonym	decreed
unstable	SimilarTo	top-heavy
unstable	SimilarTo	explosive
unstable	RelatedTo	impermanent
unstable	SimilarTo	rocky
outer	SimilarTo	outward
outer	SimilarTo	out
outer	SimilarTo	external
outer	SimilarTo	outside
inverse	IsA	opposition
simian	IsA	primate
entry	IsA	accounting
entry	Synonym	entry
entry	IsA	written_record
entry	Synonym	submission
force	IsA	social_group
force	IsA	force
force	Synonym	push
sickle	IsA	edge_tool
es	Synonym	einsteinium
background	IsA	view
background	IsA	background
motility	IsA	mobility
motility	Synonym	motion
bearing	IsA	support
epithelium	IsA	animal_tissue
epithelium	IsA	epithelium
regeneration	IsA	organic_process
regeneration	HasContext	biology
regeneration	Synonym	re-formation
regeneration	Synonym	positive_feedback
expectancy	Synonym	anticipation
expectancy	Synonym	anticipation
december	IsA	a_month
microglia	PartOf	microglia
microglia	IsA	neuroglia
regression	PartOf	regression_analysis
