subject	predicate	object
anchorage	IsA	condition
independence	IsA	freedom
independence	PartOf	Missouri
virion	HasContext	virus
virion	IsA	particle
binge	Synonym	bust
binge	Synonym	gorge
binge	Synonym	orgy
eat	HasPrerequisite	find_food
eat	RelatedTo	food
eat	HasPrerequisite	buy_some_food
eat	UsedFor	eat
summarise	Synonym	sum_up
summarise	Synonym	summarize
undesirable	RelatedTo	hateful
undesirable	RelatedTo	unwanted
undesirable	IsA	unwelcome_person
undesirable	Synonym	unsuitable
antisocial	SimilarTo	unsocial
antisocial	SimilarTo	unsociable
wessex	PartOf	England
perpetrate	MannerOf	act
pupil	PartOf	the_eye
centile	Synonym	percentile
whitney	PartOf	Sierra_Nevada
whitney	Synonym	Whitney
whitney	Synonym	Eli_Whitney
refusal	IsA	message
confine	MannerOf	hold_back
steering	PartOf	seafaring
demarcate	MannerOf	restrict
demarcate	MannerOf	distinguish
wolfram	Synonym	tungsten
chop	RelatedTo	cut
chop	RelatedTo	cutting
ontario	PartOf	Canada
ontario	IsA	a_province_in_Canada
ontario	PartOf	Canada
ontario	IsA	a_province_of_Canada
formal	SimilarTo	ceremonial
pig	RelatedTo	animal
pig	RelatedTo	pork
pig	RelatedTo	bacon
pig	RelatedTo	hog
herculean	SimilarTo	superhuman
herculean	SimilarTo	difficult
resting	HasSubevent	sleep
resting	UsedFor	regaining_your_energy
resting	UsedFor	relaxing
resting	Causes	relaxation
depolarize	MannerOf	change
depolarize	HasContext	physics
periodic	SimilarTo	semestral
periodic	SimilarTo	semimonthly
periodic	Synonym	periodic
periodic	SimilarTo	weekly
mutual	Synonym	reciprocal
unidirectional	SimilarTo	simplex
unidirectional	SimilarTo	unifacial
unidirectional	SimilarTo	one-way
synchronized	Synonym	synchronised
consolidation	IsA	natural_object
transposable	SimilarTo	exchangeable
leprosy	IsA	leprosy
leprosy	IsA	infectious_disease
except	RelatedTo	but
except	Synonym	demur
except	Synonym	exclude
renew	Synonym	regenerate
renew	Synonym	reincarnate
discordant	Synonym	disharmonious
discordant	SimilarTo	dissentious
discordant	SimilarTo	at_variance
trust	IsA	trust
flower	RelatedTo	plant
flower	RelatedTo	pretty
flower	RelatedTo	rose
flower	RelatedTo	petals
recognise	Synonym	recognize
recognise	Synonym	greet
recognise	Synonym	acknowledge
recognise	Synonym	acknowledge
segregation	IsA	separation
segregation	HasContext	genetics
segregation	IsA	segregation
segregation	IsA	segregation
aurora	IsA	aurora
aurora	Synonym	dawn
aurora	IsA	aurora
founding	Synonym	initiation
raisin	IsA	a_dried_grape
prune	IsA	a_dried_plum
pear	IsA	fruit_tree
banana	IsA	edible_fruit
banana	MadeOf	banana
banana	IsA	herb
banana	IsA	banana
peach	HasA	a_pit
peach	RelatedTo	fruit
peach	Synonym	smasher
peach	IsA	edible_fruit
plum	IsA	plum
plum	Synonym	clean
plum	IsA	plum
plum	IsA	plum
apricot	IsA	fruit_tree
apricot	IsA	apricot
apricot	IsA	apricot
orange	IsA	a_color
orange	IsA	a_colour
orange	IsA	a_citrus_fruit
orange	RelatedTo	fruit
strawberry	IsA	herb
strawberry	IsA	strawberry
cantaloupe	Synonym	cantaloupe
cantaloupe	IsA	sweet_melon
upper	PartOf	shoe
upper	SimilarTo	high
upper	SimilarTo	superior
gi	Synonym	gilbert
gi	Synonym	G.I.
gi	Synonym	geographical_indication
gi	Synonym	gastrointestinal
coordinated	SimilarTo	matched
coordinated	Synonym	co-ordinated
coordinated	Synonym	interconnected
transit	Synonym	theodolite
transit	MannerOf	pass
cod	Synonym	cash_on_delivery
cod	IsA	saltwater_fish
cod	IsA	cod
cod	Synonym	cod
paradox	IsA	contradiction
transposon	IsA	deoxyribonucleic_acid
diarrheal	Synonym	diarrhoetic
purpose	RelatedTo	reason
purpose	RelatedTo	goal
purpose	IsA	purpose
conductance	IsA	electrical_phenomenon
apical	SimilarTo	top
chloride	IsA	chloride
chloride	IsA	chloride
chloride	IsA	chloride
chloride	IsA	chloride
bicarbonate	IsA	bicarbonate
bicarbonate	IsA	bicarbonate
bicarbonate	IsA	bicarbonate
bicarbonate	IsA	bicarbonate
delete	MannerOf	remove
delete	Synonym	edit
alopecia	IsA	alopecia
alopecia	IsA	baldness
involution	Synonym	exponentiation
involution	IsA	construction
involution	Synonym	elaborateness
involution	IsA	organic_process
dub	IsA	sound
knock	IsA	bump
enteric	Synonym	intestinal
nitrite	IsA	group
nitrite	IsA	nitrite
arteriography	IsA	arthrography
clot	IsA	ball
clot	MannerOf	change_state
geographic	Synonym	geographic
geographic	SimilarTo	true
vietnam	IsA	in_Asia
vietnam	HasContext	Vietnam
vomiting	Synonym	vomit
analgesia	IsA	physiological_state
tko	Synonym	technical_knockout
posterior	Synonym	back_tooth
posterior	SimilarTo	retral
posterior	Synonym	ulterior
posterior	SimilarTo	hinder
reminiscent	SimilarTo	mindful
cable	Synonym	cable
cable	IsA	cable
cable	IsA	cable
insect	RelatedTo	bug
adhesive	SimilarTo	stick-on
adhesive	SimilarTo	gooey
adhesive	SimilarTo	self-sealing
favour	Synonym	favor
favour	Synonym	prefer
tailor	Synonym	cut
tailor	Synonym	orient
accordingly	Synonym	consequently
inefficient	RelatedTo	ineffectual
inefficient	Synonym	ineffective
inefficient	RelatedTo	incompetent
inefficient	SimilarTo	uneconomical
budding	IsA	asexual_reproduction
ambiguity	IsA	saying
april	IsA	Gregorian_calendar_month
april	DefinedAs	fourth_month_of_the_year
april	PartOf	April
pandemic	SimilarTo	epidemic
pandemic	IsA	epidemic
stabilise	Synonym	brace
stabilise	Synonym	stabilize
suggestion	IsA	suggestion
suggestion	Synonym	trace
genotypic	Synonym	genotypical
hurdle	Synonym	vault
hurdle	MannerOf	vault
hurdle	HasContext	sport
iteration	HasContext	computer_science
iteration	IsA	repetition
accessible	RelatedTo	convenient
accessible	SimilarTo	approachable
accessible	SimilarTo	reachable
shanghai	PartOf	China
shanghai	HasContext	crime
closer	Synonym	nearer
closer	IsA	person
closer	IsA	reliever
closer	HasContext	baseball
immunogen	IsA	antigen
standardization	IsA	condition
ab	Synonym	abdominal
ab	Synonym	Bachelor_of_Arts
ab	IsA	blood_group
road	RelatedTo	street
road	RelatedTo	path
road	RelatedTo	cars
road	RelatedTo	highway
trophoblast	IsA	membrane
trophoblast	PartOf	blastosphere
evade	MannerOf	get_off
evade	Synonym	elude
mrd	Synonym	machine_readable_dictionary
stoichiometry	HasContext	chemistry
stoichiometry	IsA	ratio
come	RelatedTo	arrive
come	MannerOf	result
come	MannerOf	happen
carboxylate	MannerOf	process
carboxylate	HasContext	chemistry
edition	IsA	edition
edition	IsA	issue
quartile	IsA	mark
quartile	HasContext	statistics
undertake	MannerOf	accept
preeclampsia	IsA	toxemia_of_pregnancy
palsy	Synonym	paralysis
palsy	MannerOf	paralyze
palsy	IsA	symptom
nt	Synonym	National_Trust
thorough	Synonym	unadulterated
thorough	Synonym	thoroughgoing
mir	IsA	a_technical_triumph
corroborate	Synonym	validate
corroborate	MannerOf	match
provident	RelatedTo	prudent
provident	SimilarTo	foresightful
provident	SimilarTo	prudent
provident	SimilarTo	forethoughtful
caerphilly	IsA	cheese
mobilisation	Synonym	mobilization
appreciate	MannerOf	understand
benign	Synonym	benign
benign	SimilarTo	kind
benign	RelatedTo	kind
disseminate	Synonym	circulate
yin	HasContext	China
yin	IsA	principle
yang	HasContext	China
yang	IsA	principle
mechanistic	SimilarTo	mechanical
nad	Synonym	nicotinamide_adenine_dinucleotide
favourable	Synonym	favorable
seek	MannerOf	request
clade	IsA	biological_group
packaging	IsA	material
sperm	PartOf	male_reproductive_system
sperm	IsA	gamete
wake	IsA	vigil
wake	Synonym	aftermath
wake	Synonym	awaken
wake	IsA	wave
manage	Synonym	wangle
manage	Synonym	wield
mildly	Synonym	gently
anxiolytic	Synonym	minor_tranquilizer
retrieval	Synonym	recovery
retrieval	IsA	memory
retrieval	IsA	computer_operation
retrieval	HasContext	computer_science
tat	Synonym	Thematic_Apperception_Test
tat	Entails	knot
tat	Synonym	cheapness
tat	MannerOf	create_from_raw_material
author	CapableOf	write_a_book
author	CapableOf	write_a_poem
author	Synonym	generator
author	Synonym	writer
title	IsA	heading
title	Synonym	claim
title	Synonym	style
abstract	SimilarTo	ideological
abstract	SimilarTo	conceptual
abstract	RelatedTo	nonrepresentational
abstract	Synonym	pilfer
paper	RelatedTo	writing
paper	RelatedTo	sheet
paper	RelatedTo	white
paper	RelatedTo	wood
rebound	Synonym	recoil
rebound	PartOf	basketball
rebound	Synonym	rally
rebound	IsA	reaction
hemoglobin	IsA	a_chemical
hemoglobin	IsA	hemoprotein
hemoglobin	DefinedAs	pigment_that_colors_blood
hemoglobin	HasA	iron
detailed	Synonym	elaborated
cirrhosis	IsA	liver_disease
cirrhosis	Synonym	cirrhosis
helminthic	Synonym	anthelminthic
helminthic	Synonym	vermifuge
coexist	MannerOf	exist
coexist	MannerOf	coexist
heighten	Synonym	sharpen
reach	RelatedTo	stretch
reach	RelatedTo	grab
reach	RelatedTo	arm
reach	RelatedTo	grasp
massive	SimilarTo	heavy
massive	Synonym	monolithic
driving	Causes	changing_your_location
driving	HasSubevent	listening_to_the_radio
driving	HasSubevent	turn_the_steering_wheel
driving	Causes	moving
parthenogenetic	SimilarTo	asexual
feeder	Synonym	eater
feeder	Synonym	bird_feeder
feeder	IsA	branch
feeder	IsA	animal
telomerase	IsA	enzyme
xx	IsA	sex_chromosome
xx	Synonym	twenty
xx	Synonym	20
xx	HasContext	genetics
thawing	Synonym	thaw
thawing	Synonym	thaw
alkaline	SimilarTo	saltlike
alkaline	SimilarTo	base-forming
vigilance	Synonym	watchfulness
vigilance	Synonym	watchfulness
antimetabolite	IsA	antineoplastic
redundant	Synonym	supererogatory
redundant	Synonym	tautological
backbone	IsA	part
panel	Synonym	dialog_box
panel	IsA	body
panel	Synonym	gore
ic	Synonym	Intelligence_Community
ic	Synonym	99
translocate	MannerOf	transfer
translocate	MannerOf	transfer
dimorphism	HasContext	biology
dimorphism	IsA	polymorphism
dimorphism	HasContext	chemistry
dimorphism	IsA	polymorphism
epitomize	Synonym	typify
boost	Synonym	hike
today	IsA	present
divergence	Synonym	discrepancy
divergence	IsA	separation
divergence	IsA	series
paperclip	Synonym	paper_clip
paperclip	CapableOf	lend_itself_to_many_uses
paperclip	IsA	a_small_piece_of_metal
paperclip	UsedFor	hold_loose-leaf_sheets_of_paper_together
livestock	IsA	placental
pet	UsedFor	companionship
pet	RelatedTo	animal
pet	IsA	an_animal
pet	RelatedTo	dog
crop	RelatedTo	farm
crop	RelatedTo	corn
crop	RelatedTo	food
crop	RelatedTo	field
plethora	Synonym	overplus
drown	MannerOf	be
tennessee	PartOf	United_States
tennessee	PartOf	Kentucky
tennessee	PartOf	Tennessee
medicaid	IsA	health_care
hmo	Synonym	health_maintenance_organization
hmo	IsA	a_medical_insurance_company
motor	RelatedTo	engine
motor	RelatedTo	car
motor	RelatedTo	car_engine
motor	RelatedTo	cars
olmsted	Synonym	Frederick_Law_Olmsted
senior	SimilarTo	big_a
senior	RelatedTo	old
morning	RelatedTo	day
morning	RelatedTo	time
morning	RelatedTo	early
morning	RelatedTo	sunrise
accept	RelatedTo	take
characterise	Synonym	qualify
characterise	Synonym	characterize
metropolitan	IsA	resident
metropolitan	IsA	archbishop
perth	PartOf	Western_Australia
australia	PartOf	Australia
winter	RelatedTo	season
winter	RelatedTo	cold
winter	IsA	a_season
winter	RelatedTo	snow
summer	RelatedTo	season
summer	RelatedTo	hot
summer	RelatedTo	spring
summer	IsA	a_season
injured	SimilarTo	disjointed
injured	RelatedTo	damaged
injured	RelatedTo	impaired
injured	SimilarTo	wounded
engraft	Synonym	graft
engraft	Synonym	implant
mechanically	Synonym	automatically
pentose	IsA	monosaccharide
phosphate	IsA	phosphate
phosphate	IsA	salt
phosphate	Synonym	phosphate
parasitic	Synonym	epenthetic
parasitic	Synonym	parasitical
parasitic	Synonym	parasitic
protozoan	IsA	protoctist
protozoan	Synonym	protozoal
hyperglycaemia	Synonym	hyperglycemia
midbrain	PartOf	brain
midbrain	IsA	neural_structure
palatability	Synonym	palatableness
palatability	IsA	taste_property
reward	RelatedTo	prize
reward	RelatedTo	money
reward	RelatedTo	gift
reward	RelatedTo	bonus
cocaine	IsA	a_chemical
nondrinker	Synonym	abstainer
alcoholic	CapableOf	bottom_out
lecturer	IsA	speaker
lecturer	Synonym	lector
introduce	RelatedTo	meet
introduce	MannerOf	introduce
introduce	MannerOf	initiate
haphazard	SimilarTo	careless
haphazard	Synonym	haphazardly
internet	UsedFor	research
internet	IsA	a_network_of_communicating_computers
internet	UsedFor	communicate
internet	IsA	a_collection_of_connected_computers
web	RelatedTo	spider
web	RelatedTo	internet
web	IsA	web
web	PartOf	webfoot
argument	Synonym	argument
argument	IsA	discussion
text	IsA	a_book
text	UsedFor	teaching
text	UsedFor	study
text	UsedFor	learning
transduce	MannerOf	change_over
dislocation	IsA	interruption
pursuit	Synonym	avocation
pursuit	Synonym	pastime
exquisite	SimilarTo	intense
exquisite	Synonym	recherche
uncontrolled	RelatedTo	unrestrained
uncontrolled	SimilarTo	errant
uncontrolled	SimilarTo	undisciplined
uncontrolled	SimilarTo	torrential
irradiate	MannerOf	lighten
irradiate	Synonym	enlighten
irradiate	MannerOf	process
transform	MannerOf	change
landmark	IsA	position
landmark	IsA	a_connection_to_history
landmark	IsA	juncture
landmark	IsA	reference_point
dependency	Synonym	colony
dependency	Synonym	dependence
dependency	Synonym	addiction
turnover	Synonym	dollar_volume
turnover	Synonym	employee_turnover
turnover	IsA	turnover
turnover	Synonym	upset
lav	Synonym	toilet
pin	Synonym	trap
pin	Synonym	peg
pin	PartOf	pin
pin	IsA	pin
australian	IsA	Austronesian
australian	Synonym	Australian
australian	Synonym	Aussie
zealand	PartOf	Denmark
domino	Synonym	Antoine_Domino
domino	IsA	mask
domino	IsA	cloak
domino	IsA	block
sponge	MannerOf	gather
sponge	MannerOf	erase
ovary	HasContext	vertebrate
ovary	PartOf	female_reproductive_system
ovary	IsA	gonad
ovary	IsA	reproductive_structure
constraint	IsA	confinement
jib	IsA	jib
jib	Synonym	jibe
jib	IsA	fore-and-aft_sail
jib	Synonym	resist
dissection	IsA	analysis
dissection	IsA	analysis
propagate	HasContext	biology
propagate	HasContext	plant
propagate	MannerOf	process
hotspot	Synonym	hot_spot
hotspot	Synonym	hot_spot
helical	Synonym	spiraling
repulsion	IsA	force
repulsion	IsA	stand
ranking	IsA	standing
interesting	HasPrerequisite	be_interesting
interesting	RelatedTo	stimulating
interesting	SimilarTo	diverting
interesting	RelatedTo	exciting
vocal	Synonym	outspoken
vocal	SimilarTo	loud
vocal	Synonym	song
vocal	Synonym	vocal_music
sensory	Synonym	sensational
sensory	Synonym	centripetal
vocalization	Synonym	voice
vocalization	Synonym	utterance
marmoset	IsA	marmoset
marmoset	IsA	New_World_monkey
marmoset	IsA	marmoset
broca	Synonym	Pierre-Paul_Broca
arbor	IsA	arbor
frail	RelatedTo	weak
frail	SimilarTo	decrepit
alphavirus	IsA	animal_virus
platform	UsedFor	standing_on
platform	Synonym	platform
inactivation	Synonym	deactivation
inactivation	IsA	natural_process
unveil	Synonym	reveal
unveil	MannerOf	remove
unveil	MannerOf	uncover
healing	Synonym	alterative
cork	PartOf	wine_bottle
cork	MannerOf	stuff
bottle	UsedFor	storing_liquids
bottle	UsedFor	storing_liquid
bottle	IsA	container
bottle	MadeOf	plastic
sculpt	MannerOf	shape
sculpt	Synonym	sculpt
connectivity	IsA	property
misunderstand	Synonym	misconstrue
disagreement	IsA	conflict
disagreement	IsA	speech_act
attribution	IsA	classification
undergraduate	IsA	collegian
uncertain	SimilarTo	contingent
uncertain	SimilarTo	groping
uncertain	SimilarTo	ambiguous
etiology	IsA	philosophy
etiology	IsA	cause
etiology	Synonym	etiology
etiology	Synonym	etiology
parthenogenesis	IsA	apomixis
parthenogenesis	Synonym	parthenogeny
solute	IsA	substance
acidic	SimilarTo	acid-forming
acidic	SimilarTo	acid
acidic	HasContext	chemistry
acidic	Synonym	acidulent
sheath	IsA	protective_covering
tam	Synonym	tam
tam	IsA	cap
tam	Synonym	tam
array	IsA	display
mendelian	IsA	follower
randomization	IsA	organization
emigration	IsA	migration
nigerian	IsA	African
malabsorption	IsA	assimilation
manifestation	Synonym	demonstration
manifestation	Synonym	expression
extra	IsA	edition
extra	Synonym	supernumerary
optimum	IsA	good
optimum	Synonym	optimal
computation	Synonym	calculation
computation	Synonym	calculation
blind	Synonym	subterfuge
blind	MannerOf	change
sighted	SimilarTo	sighted
sighted	SimilarTo	sighted
sighted	SimilarTo	clear-sighted
sighted	SimilarTo	sharp-sighted
omnivore	IsA	animal
omnivore	IsA	eater
egress	Synonym	emergence
numerical	Synonym	numeric
numerical	Synonym	numeral
mixed	Synonym	miscellaneous
mixed	Synonym	interracial
articular	Synonym	articular
cartilage	IsA	cartilage
cartilage	IsA	cartilage
cartilage	IsA	cartilage
hyperplasia	IsA	dysplasia
hyperplasia	IsA	hyperplasia
tracer	Synonym	tracer
tracer	IsA	radioisotope
tracer	IsA	detective
tracer	HasContext	radiology
dilution	IsA	weakening
dilution	IsA	solution
bromide	IsA	halide
bromide	IsA	bromide
alleviate	Synonym	facilitate
alleviate	Synonym	relieve
sc	Synonym	Security_Council
sc	Synonym	scandium
sc	Synonym	South_Carolina
escort	Synonym	bodyguard
le	Synonym	lupus_erythematosus
manifest	HasContext	law
manifest	MannerOf	record
manifest	IsA	legal_document
manifest	Synonym	apparent
heritable	Synonym	inheritable
sediment	IsA	substance
unbound	SimilarTo	free
unbound	SimilarTo	untethered
unbound	SimilarTo	unfettered
unbound	SimilarTo	looseleaf
sucrose	IsA	disaccharide
sucrose	IsA	plant_product
circumstance	Synonym	context
herpes	IsA	herpes
herpes	IsA	herpes
herpes	IsA	herpes
herpes	IsA	a_disease
simplex	SimilarTo	unidirectional
simplex	HasContext	telecommunication
simplex	SimilarTo	simple
television	IsA	a_good_way_to_spend_time
television	IsA	an_appliance
television	IsA	TV
television	IsA	a_machine
watching	Synonym	observation
habit	RelatedTo	addiction
habit	IsA	habit
habit	IsA	custom
habit	IsA	attire
mo	Synonym	Missouri
mo	Synonym	molybdenum
mo	Synonym	moment
true	SimilarTo	real
true	Synonym	unfeigned
true	Synonym	true
bladder	PartOf	a_human_body
recipe	IsA	a_set_of_instructions
recipe	IsA	direction
wine	HasA	alcohol
wine	UsedFor	Drinking
wine	IsA	a_beverage
wine	RelatedTo	grapes
fish	RelatedTo	animal
fish	RelatedTo	water
fish	RelatedTo	sea
fish	HasSubevent	you_catch_fish
dark	DistinctFrom	light
dark	RelatedTo	night
dark	RelatedTo	black
dark	SimilarTo	tenebrific
garlic	IsA	a_ingredient
garlic	IsA	a_popular_ingredient
garlic	PartOf	garlic
almond	Synonym	almond
almond	IsA	almond
almond	IsA	almond_tree
nuclease	IsA	nuclease
nuclease	IsA	nuclease
nuclease	IsA	enzyme
belonging	IsA	happiness
prima	IsA	eating_apple
prima	Synonym	starring
designate	SimilarTo	incoming
designate	Synonym	destine
fractionation	IsA	division
fractionation	IsA	industrial_process
smear	Synonym	smear
smear	Synonym	smudge
smear	Synonym	defame
smear	IsA	smear
equivocal	SimilarTo	forked
equivocal	RelatedTo	ambiguous
cytologic	Synonym	cytological
retrieve	MannerOf	bring
retrieve	Synonym	recover
retrieve	Synonym	remember
article	RelatedTo	newspaper
article	UsedFor	reading
article	RelatedTo	story
article	HasContext	grammar
entitle	MannerOf	empower
entitle	Synonym	ennoble
excite	Synonym	stimulate
excite	Synonym	stimulate
delineation	Synonym	word_picture
delineation	Synonym	depiction
interrogate	MannerOf	ask
pure	SimilarTo	clean
pure	SimilarTo	unclouded
pure	SimilarTo	unpolluted
pure	SimilarTo	theoretical
npc	Synonym	Nonproliferation_Center
hydrolysis	IsA	chemical_reaction
hydrolysis	IsA	chemical_reaction
dissociate	HasContext	chemistry
dissociate	Synonym	disassociate
dissociate	Synonym	decouple
dissociate	MannerOf	decompose
apc	Synonym	armored_personnel_carrier
apc	IsA	medicine
duplication	IsA	copying
duplication	Synonym	duplicate
exception	IsA	objection
endonuclease	IsA	nuclease
endonuclease	IsA	endonuclease
foster	MannerOf	rear
foster	Synonym	Stephen_Collins_Foster
excision	Synonym	deletion
excision	Synonym	ablation
excision	Synonym	extirpation
excision	Synonym	excommunication
circle	RelatedTo	round
circle	RelatedTo	shape
circle	IsA	a_shape
circle	RelatedTo	round_shape
rhythm	IsA	rhythm
rhythm	Synonym	rhythm_method_of_birth_control
rhythm	Synonym	cycle
resonance	IsA	physical_phenomenon
resonance	Synonym	plangency
resonance	IsA	resonance
resonance	IsA	timbre
conformation	Synonym	shape
conformation	IsA	balance
conformation	Synonym	conformity
behind	RelatedTo	back
reactivate	MannerOf	activate
imp	IsA	child
internal	Synonym	interior
internal	SimilarTo	intrinsic
advance	RelatedTo	forward
advance	Synonym	progress
advance	Synonym	progress
procreation	UsedFor	survival_of_a_species
procreation	Synonym	reproduction
specifier	IsA	intellectual
underscore	MannerOf	stress
underscore	IsA	stroke
mount	MannerOf	attach
paget	Synonym	Sir_James_Paget
reliance	IsA	dependence
serologic	Synonym	serologic
enrollee	IsA	person
lasting	SimilarTo	stable
lasting	Synonym	long-lasting
lasting	Synonym	permanent
lasting	Synonym	persistent
endometriosis	IsA	pathology
consultant	Synonym	adviser
surgeon	IsA	a_doctor
surgeon	IsA	surgeon
surgeon	IsA	surgeon
surgeon	IsA	doctor
luna	HasContext	Roman_mythology
frailty	Synonym	infirmity
frailty	IsA	evil
rehouse	MannerOf	house
federal	SimilarTo	national
federal	Synonym	Federal_soldier
federal	Synonym	federal_official
federal	HasContext	government
international	SimilarTo	international
international	RelatedTo	foreign
ninth	Synonym	9th
ninth	IsA	rank
ninth	Synonym	one-ninth
carefully	Synonym	cautiously
prescription	IsA	written_communication
monoamine	IsA	amine
monoamine	IsA	monoamine
chromatid	IsA	fibril
chromatid	PartOf	chromosome
disjunction	Synonym	disconnection
disjunction	IsA	separation
bystander	IsA	spectator
sn	Synonym	tin
avenue	IsA	street
avenue	RelatedTo	street
forward	SimilarTo	overfamiliar
purine	IsA	base
graduate	Synonym	postgraduate
graduate	IsA	measuring_instrument
graduate	IsA	graduate
proved	SimilarTo	established
proved	SimilarTo	verified
proved	SimilarTo	well-tried
proved	SimilarTo	evidenced
proceeding	Synonym	proceeding
proceeding	Synonym	proceeding
sampling	IsA	sampling
sampling	IsA	choice
sampling	HasContext	statistics
interpret	Synonym	understand
interpret	MannerOf	interpret
metric	Synonym	system_of_measurement
metric	Synonym	metric_unit
metric	Synonym	metrical
metric	Synonym	metric
descriptive	HasContext	linguistics
sequela	IsA	abnormality
ejection	IsA	banishment
ejection	Synonym	expulsion
parasympathetic	Synonym	parasympathetic_nervous_system
orthostatic	SimilarTo	erect
sweetener	Synonym	bait
sweetener	Synonym	sweetening
sugar	RelatedTo	sweet
sugar	RelatedTo	white
sugar	RelatedTo	sweetener
sugar	UsedFor	sweetening_coffee
sweet	Synonym	unfermented
sweet	Synonym	sweet-smelling
taste	RelatedTo	sense
taste	RelatedTo	tongue
taste	RelatedTo	mouth
taste	RelatedTo	food
tongue	ReceivesAction	covered_with_taste_buds
tongue	CapableOf	taste_food
tongue	RelatedTo	mouth
tongue	Synonym	clapper
insignificant	SimilarTo	meaningless
insignificant	SimilarTo	inappreciable
multivalent	Synonym	polyvalent
multivalent	Synonym	multi-valued
multivalent	HasContext	genetics
permissive	SimilarTo	indulgent
permissive	SimilarTo	bailable
geometry	IsA	math
geometry	IsA	a_subject
geometry	IsA	mathematics
geometry	IsA	geometry
rationalize	MannerOf	organize
rationalize	Synonym	apologize
rationalize	HasContext	mathematics
rationalize	Synonym	cut
hypertrophy	IsA	dysplasia
hypertrophy	MannerOf	grow
endocrine	Synonym	hormone
endocrine	Synonym	endocrine_gland
pancreas	PartOf	a_human_body
pancreas	IsA	exocrine_gland
pancreas	PartOf	digestive_system
ovariectomy	Synonym	oophorectomy
sale	RelatedTo	discount
sale	RelatedTo	price
sale	RelatedTo	bargain
sale	RelatedTo	prices
residence	IsA	house
validated	SimilarTo	valid
excise	MannerOf	tax
excise	Synonym	strike
excise	Synonym	excise
haemoglobin	Synonym	hemoglobin
genitalia	IsA	reproductive_organ
genitalia	IsA	genitalia
integrated	SimilarTo	nonsegregated
integrated	RelatedTo	united
integrated	RelatedTo	integrative
integrated	SimilarTo	incorporated
efferent	SimilarTo	neuromotor
efferent	SimilarTo	efferent
efferent	Synonym	motor_nerve
efferent	SimilarTo	centrifugal
twenty	Synonym	20
twenty	IsA	large_integer
entail	MannerOf	necessitate
launch	MannerOf	propel
launch	Synonym	launching
launch	MannerOf	launch
dogma	IsA	religious_doctrine
marque	Synonym	trade_name
plo	Synonym	Palestine_Liberation_Organization
med	Synonym	Master_of_Education
willing	SimilarTo	ready
willing	Synonym	volition
willing	SimilarTo	willing
willing	Synonym	on_board
reservoir	IsA	lake
downward	Synonym	downwardly
downward	SimilarTo	descending
downward	SimilarTo	down
unequal	SimilarTo	unbalanced
unequal	SimilarTo	odds-on
unequal	RelatedTo	incommensurate
unequal	SimilarTo	nonequivalent
quarterly	Synonym	every_quarter
quarterly	IsA	series
entrance	UsedFor	entering_a_building
entrance	UsedFor	entering
pa	Synonym	Pennsylvania
pa	Synonym	public_address_system
pa	Synonym	protactinium
pa	Synonym	dad
chest	UsedFor	storing_things_in
chest	IsA	a_place_to_store_jewelry
chest	UsedFor	storing_things
chest	IsA	a_part_of_your_body
radiograph	Synonym	radiogram
reconstitute	Synonym	restructure
mechanic	CapableOf	service_your_car
mechanic	CapableOf	be_servicing_your_car
mechanic	CapableOf	oil_your_car
mechanic	SimilarTo	mechanical
myocardium	IsA	cardiac_muscle
chemotaxis	IsA	chemotaxis
chemotaxis	IsA	chemotaxis
chemotaxis	IsA	taxis
atrium	IsA	chamber
atrium	IsA	atrium
atrium	IsA	court
counter	UsedFor	counting
counter	UsedFor	working_on
counter	Synonym	anticipate
counter	Synonym	counter
requisite	Synonym	necessity
compaction	IsA	concentration
compaction	Synonym	crush
larval	SimilarTo	immature
dispersal	Synonym	dispersion
trough	Synonym	gutter
trough	IsA	natural_depression
trough	Synonym	manger
trough	Synonym	public_treasury
parasitemia	IsA	blood_disease
inoculate	Synonym	immunize
inoculate	MannerOf	insert
inoculate	MannerOf	inform
ontology	IsA	metaphysics
ontology	IsA	arrangement
ontology	HasContext	computer_science
cmv	Synonym	cytomegalovirus
tether	Synonym	leash
tether	MannerOf	attach
fas	Synonym	fetal_alcohol_syndrome
dock	Synonym	bobtail
dock	MannerOf	steer
dock	IsA	dock
dock	IsA	enclosure
plat	IsA	map
plat	MannerOf	map
unfertilized	Synonym	unimpregnated
mated	RelatedTo	matched
mated	SimilarTo	paired
mated	Synonym	paired
mated	RelatedTo	married
primates	IsA	animal_order
primates	Synonym	Primates
adherent	SimilarTo	adhesive
adherent	Synonym	disciple
composite	IsA	flower
composite	SimilarTo	complex
composite	Synonym	composite
composite	HasContext	botany
schooling	IsA	training
schooling	IsA	teaching
schooling	Synonym	school
refocus	MannerOf	focus
refocus	MannerOf	focus
refocus	MannerOf	concenter
recycle	MannerOf	cycle
recycle	MannerOf	use
jan	Synonym	January
jan	IsA	not
referral	IsA	forwarding
referral	IsA	recommendation
referral	IsA	case
catabolize	HasContext	chemistry
catabolize	MannerOf	oxidize
thioguanine	IsA	antineoplastic
nox	Synonym	Night
cation	IsA	ion
influx	Synonym	inflow
impressive	SimilarTo	baronial
impressive	SimilarTo	effective
impressive	SimilarTo	grandiose
impressive	SimilarTo	magnificent
locating	Synonym	placement
locating	Synonym	localization
synthesise	Synonym	synthesize
tight	SimilarTo	tight
tight	SimilarTo	compact
