subject	predicate	object
outweigh	Synonym	preponderate
min	IsA	Chinese
indication	IsA	naming
indication	IsA	advice
asian	Synonym	Asiatic
encompassing	Synonym	across-the-board
encompassing	Synonym	circumferent
senescent	SimilarTo	old
patch	Synonym	spot
patch	MannerOf	join
sharp	SimilarTo	keen
conical	Synonym	conic
parathyroid	Synonym	parathyroid_gland
sputum	Synonym	phlegm
shortness	Synonym	abruptness
shortness	IsA	lowness
shortness	IsA	lack
breath	RelatedTo	air
breath	IsA	bodily_process
wheeze	MannerOf	breathe
irrespective	Synonym	disregardless
pulse	IsA	periodic_event
pulse	Synonym	pulse
pulse	MannerOf	move
wave	RelatedTo	ocean
wave	RelatedTo	water
wave	RelatedTo	movement
wave	RelatedTo	motion
velocity	Synonym	speed
